user_id,month,income_eur,rent_eur,food_eur,transport_eur,utilities_eur,debt_eur,discretionary_eur,total_expenses_eur,savings_eur,cumulative_savings_eur
309,10,3341.97,1049.37,365.15,302.34,255.57,242.96,686.69,2902.09,439.88,4650.96
309,11,3565.75,1115.41,490.5,202.12,171.41,339.71,737.94,3057.09,508.65,5159.61
309,12,3308.65,1179.56,526.49,356.28,218.41,298.95,614.31,3193.99,114.65,5274.27
310,1,4610.92,1697.44,462.6,441.44,271.24,277.6,1134.83,4285.15,325.77,325.77
310,2,4549.19,1570.11,404.43,253.14,190.19,480.68,1252.9,4151.46,397.73,723.49
310,3,4937.92,1879.59,694.23,380.7,282.86,371.15,901.56,4510.08,427.84,1151.33
310,4,5162.5,1455.45,597.99,438.82,313.9,562.01,1731.2,5099.38,63.12,1214.45
310,5,4520.29,1347.83,530.55,232.32,216.62,629.71,1416.01,4373.04,147.24,1361.69
310,6,4707.77,1559.43,453.65,358.98,205.6,683.32,920.25,4181.24,526.53,1888.22
310,7,5274.76,1505.32,574.18,346.3,209.29,953.72,1718.39,5307.19,0,1888.22
310,8,4429.6,1693.82,572.56,292.06,269.14,552.56,875.63,4255.78,173.82,2062.05
310,9,5005.31,1600.2,752.58,432.08,320.45,674.62,836.68,4616.61,388.7,2450.74
310,10,5072.57,1884.63,578.29,387.59,315.84,402.13,1161.16,4729.63,342.94,2793.68
310,11,4720.45,1929.3,489.61,428.54,250.36,695.74,647.8,4441.37,279.08,3072.76
310,12,5152.49,2003.07,433.69,236.17,219.91,768.97,1031.3,4693.11,459.38,3532.14
311,1,4353.87,1377.94,471.8,217.99,223.6,157.63,1521.9,3970.85,383.03,383.03
311,2,4092.47,1186.99,472.85,237.7,252.56,123.69,1466.12,3739.92,352.55,735.58
311,3,4278.36,1299.6,536.16,323.74,189.77,153.01,1279.36,3781.63,496.72,1232.3
311,4,4138.95,1566.96,404.42,168.33,209.37,85.02,1279.31,3713.4,425.55,1657.85
311,5,4189.11,1112.29,480.95,335.88,274.11,25.04,1398.8,3627.07,562.03,2219.88
311,6,4107.12,1367.36,430.12,195.43,249.42,73.92,1249.96,3566.21,540.91,2760.79
311,7,4243.13,1229.43,508.55,287.89,211.84,65.49,1368.28,3671.49,571.65,3332.43
311,8,4301.11,1245.18,495.98,313.67,246.68,0,1483.87,3785.38,515.73,3848.17
311,9,4060.45,1256.77,412.36,318.14,298.45,115.15,1086.85,3487.71,572.73,4420.9
311,10,4329.63,1315.39,498.11,412.55,220.78,82.19,1357.62,3886.64,442.99,4863.89
311,11,4302.13,1477.44,350.31,277.51,249.97,42.42,1241.68,3639.33,662.8,5526.69
311,12,4086.86,1448.36,345.63,234.66,277.93,12.2,1308.55,3627.33,459.53,5986.22
312,1,3607.92,1096.5,453.54,194.82,201.91,242.45,614.19,2803.41,804.51,804.51
312,2,3563.3,1306.29,381.68,326.46,162,190.47,412.68,2779.59,783.71,1588.22
312,3,3525.79,1356.76,394.25,273.85,247.53,371.59,131.59,2775.57,750.22,2338.44
312,4,3293.86,1184.21,485.92,273,211.45,339.09,290.84,2784.51,509.35,2847.79
312,5,3840.54,1273.98,350.17,427.51,222.64,309.88,812.45,3396.62,443.92,3291.71
312,6,3528.98,1353.08,496.46,284.25,205.55,257.54,202.59,2799.46,729.52,4021.23
312,7,3719.39,1366.61,485.29,388.93,217.56,365.46,212.96,3036.8,682.58,4703.82
312,8,3911.05,1360.07,485.52,338.31,221.6,346.22,297.03,3048.75,862.3,5566.11
312,9,3777.68,1275.16,381.72,243.56,268.27,369.83,651.48,3190.02,587.67,6153.78
312,10,3676.44,1231.39,358.08,330.69,194.05,229.72,408.8,2752.72,923.72,7077.5
312,11,3680.08,1427.95,389.78,213.5,142.65,382.89,463.68,3020.46,659.63,7737.13
312,12,3680.37,1480.2,452.82,208.05,216.97,337.46,402,3097.5,582.88,8320
313,1,4793.32,1747.61,633.79,405.29,282.95,224.1,904,4197.74,595.58,595.58
313,2,5102.86,1792.26,683.47,478.96,252.07,40.05,1172.84,4419.65,683.21,1278.79
313,3,4771.46,1484.87,534.72,403.5,279.63,195.25,744.27,3642.24,1129.21,2408
313,4,4987.02,1511.98,502.75,459.08,294.37,0,1508.94,4277.12,709.9,3117.9
313,5,4589.1,1786.43,655.55,307.34,307.12,0.2,684.86,3741.5,847.6,3965.5
313,6,4544.43,1367.76,457.38,406.83,207.99,0,1299.44,3739.4,805.03,4770.54
313,7,3486.65,1234.27,403.04,309.52,231.62,36.94,492.5,2707.9,778.76,5549.29
313,8,3389.64,1131.49,517.49,232.9,161.2,152.81,608.07,2803.95,585.68,6134.98
313,9,4355.42,1186.52,555.04,427.81,208.84,134.48,1125.28,3637.97,717.45,6852.42
313,10,3721.73,1346.87,461.36,182.93,225.53,109.88,581.75,2908.32,813.41,7665.83
313,11,3512.3,1282.15,382.7,246.42,226.37,26.67,631.2,2795.52,716.78,8382.61
313,12,3971.37,1406.32,461.26,358.77,203.91,14.16,798.14,3242.56,728.81,9111.42
314,1,3394.55,1134.61,352.91,282.38,193.52,172.96,913.14,3049.52,345.03,345.03
314,2,3577.35,1182.96,410.85,278.75,247.82,236.38,1018.33,3375.09,202.26,547.28
314,3,3598.26,1157.53,307.83,171.94,117.48,463.82,734.78,2953.37,644.88,1192.17
314,4,4059.5,1440.31,472.77,299.56,235.26,301.46,872.77,3622.14,437.36,1629.53
314,5,3798.06,1196.34,308.88,365.57,244.91,331.9,997.51,3445.12,352.94,1982.47
314,6,3669.33,988.64,385.4,319.99,132.69,327.77,1075.6,3230.08,439.25,2421.72
314,7,3652.82,1398.14,501.05,276.42,138.3,234.92,534.97,3083.79,569.04,2990.76
314,8,3523.6,1191.18,340.64,275.2,164.72,306.9,821.63,3100.27,423.33,3414.09
314,9,3777.2,1215.44,601.01,301.44,252.99,296.94,969.2,3637,140.2,3554.28
314,10,3403.52,1290.58,485.59,360.71,244.33,238.05,539.55,3158.83,244.7,3798.98
314,11,3910.74,1251.76,377.45,347.94,209.79,457.81,873.77,3518.51,392.22,4191.2
314,12,3878.89,1192.8,491.75,323.57,240.56,204.28,1058.42,3511.37,367.53,4558.72
315,1,3982.15,1219.26,506.49,327.77,239.9,82.84,347.04,2723.28,1258.87,1258.87
315,2,3710.31,1059.06,366.72,310.5,233.09,125.21,492.48,2587.05,1123.25,2382.13
315,3,3730.94,1280.17,359.99,320.19,236.02,60.78,280.51,2537.67,1193.26,3575.39
315,4,4113.5,1336.69,448.2,183.39,242.76,105.51,741.74,3058.29,1055.21,4630.6
315,5,4039.27,1432.22,446.81,230.64,174.8,192.42,374.05,2850.95,1188.32,5818.92
315,6,3802.1,1495.21,519.21,208.4,202.19,16.28,305.4,2746.7,1055.4,6874.32
315,7,3849.91,1693.54,404.9,172.84,198.4,35.08,73.02,2577.78,1272.13,8146.45
315,8,3859.18,1203.22,346.7,366.27,186.9,115.5,256.69,2475.28,1383.9,9530.35
315,9,3698.92,1613.55,391.99,306.79,149.03,100.61,82.19,2644.15,1054.76,10585.12
315,10,3873.97,1535.69,397.51,376.39,195.4,0,108.76,2613.75,1260.22,11845.33
315,11,4070.95,1457.34,496,283.61,166.38,34.29,429.91,2867.53,1203.42,13048.75
315,12,4006.17,1651.61,452.7,387.69,199.12,139.32,169.07,2999.49,1006.68,14055.43
316,1,2605.1,1087.03,397.44,225.85,161.57,168.24,61.86,2101.98,503.12,503.12
316,2,2770.33,844.64,348.84,266.72,198.45,180.07,37.49,1876.21,894.13,1397.25
316,3,2913.43,1026.18,289.2,129.13,111.94,275.58,84.46,1916.49,996.94,2394.19
316,4,2928.35,1061.37,394.67,285.05,143.26,280.59,60.85,2225.8,702.54,3096.74
316,5,2786.07,1068.02,226.53,212.18,186.39,314.55,81.55,2089.22,696.85,3793.59
316,6,2966.22,1137.46,426.96,302.02,121.4,339.05,49.68,2376.57,589.65,4383.24
316,7,2893.41,1207.6,362.49,276.66,190.54,178.25,64.13,2279.66,613.75,4996.98
316,8,2976.17,873.92,383.3,210.72,160.05,195.87,155.37,1979.23,996.94,5993.92
316,9,2778.1,923.47,224.11,240.54,163.52,370.51,86.5,2008.64,769.46,6763.38
316,10,2816.33,984.67,348.4,240.76,139.18,356.77,40.31,2110.1,706.23,7469.61
316,11,2757.19,1007.94,342.14,254.95,92.87,286.12,48.33,2032.35,724.84,8194.45
316,12,2971.1,997.24,292.22,403.37,128,172.74,59.8,2053.38,917.72,9112.17
317,1,3024.47,939.6,316.23,142.74,171.3,113.29,911.75,2594.9,429.57,429.57
317,2,3076.08,1039.27,423.2,297.71,167.46,8.57,782.39,2718.6,357.48,787.05
317,3,3178.47,1085.5,337.17,243.14,224.09,107.23,907.81,2904.94,273.53,1060.58
317,4,3576.53,1216.82,377.43,206.78,211.74,31.12,1125.61,3169.5,407.04,1467.62
317,5,3240.29,1313.77,306.6,257.76,174.16,0,784.55,2836.84,403.45,1871.07
317,6,3234.52,1176.18,280.92,307.6,163.47,139.41,905.01,2972.6,261.92,2132.99
317,7,3267.41,1381.62,323.46,189.77,139.48,43.1,787.51,2864.95,402.46,2535.45
317,8,3489.26,1442.4,517.48,310.68,193.85,119.43,592.72,3176.55,312.71,2848.16
317,9,3477.38,1434.76,481.46,321.15,178.63,44.14,656.2,3116.35,361.04,3209.2
317,10,3448.46,1243.65,375.88,241.89,196.98,27.87,711.66,2797.94,650.52,3859.72
317,11,3534.19,1167.13,396.15,224.64,207.48,127.36,1261.03,3383.78,150.41,4010.13
317,12,3202.05,1146.89,300.28,191.2,189.01,65.39,1067.09,2959.85,242.19,4252.32
318,1,2578.98,850.49,304.4,250.75,114.29,31.91,273.61,1825.45,753.54,753.54
318,2,2556.98,724.66,314.98,216.97,112,78.91,259.68,1707.2,849.78,1603.31
318,3,2683.06,908.89,264,141.41,136.9,63.98,309,1824.17,858.9,2462.21
318,4,2715.04,851.75,304.75,260.27,175.08,81.41,42.58,1715.84,999.2,3461.41
318,5,2595.59,778.63,230.47,120.18,144.32,64.97,401.91,1740.48,855.11,4316.52
318,6,2381.94,789.75,223.58,143.23,100.51,61.55,118.71,1437.33,944.61,5261.13
318,7,2760.71,871.31,337.82,156.67,108.27,0,387.63,1861.7,899.01,6160.14
318,8,2479.32,754.24,339.63,120.3,145.95,76.75,221.11,1657.98,821.34,6981.48
318,9,2649.36,1031.11,377.86,286.82,159.13,99.43,35.92,1990.26,659.1,7640.58
318,10,2829.37,996.27,270.16,271.1,149.71,154.51,160.45,2002.21,827.16,8467.74
318,11,2817.42,852.67,381.49,199.81,121.51,146.08,238.42,1940,877.43,9345.16
318,12,2443.33,750.76,251.11,202.45,117.5,124.72,200.15,1646.69,796.64,10141.8
319,1,4016.73,1514.73,452.86,359.14,199.99,421.87,903.55,3852.14,164.59,164.59
319,2,4090.38,1533.71,537.55,422.98,276.55,260.14,718.67,3749.6,340.78,505.36
319,3,4218.53,1584.46,549.62,449.31,223.68,237.6,1041.57,4086.24,132.29,637.66
319,4,3845.03,1546.02,507.51,368.99,180.3,306.49,995.7,3905.01,0,637.66
319,5,4111.29,1340.73,603.12,328.84,236.88,443.41,924.99,3877.97,233.32,870.98
319,6,4147.68,1520.49,487.4,317.18,250.6,306.86,1312.6,4195.15,0,870.98
319,7,3857.23,1421.77,503.31,275.66,231.87,328.17,801.99,3562.77,294.46,1165.44
319,8,4195.45,1576.85,587.72,438.2,259.01,280.03,1086.59,4228.39,0,1165.44
319,9,4279.63,1440.5,544.04,422.31,174.99,381.93,1080.92,4044.69,234.94,1400.38
319,10,4149.63,1563.37,592.36,408.69,179.71,320.07,971.23,4035.42,114.21,1514.59
319,11,4329.83,1342.33,373.3,259.77,257.66,303.45,1673.29,4209.81,120.01,1634.6
319,12,3816.64,1259.68,394.9,429.74,162.44,176.35,833.83,3256.95,559.69,2194.29
320,1,2158.89,846.75,291.47,136.38,119.17,52.04,41.96,1487.76,671.13,671.13
320,2,2180.4,766.18,231.95,200.6,150.05,50.24,64.47,1463.49,716.91,1388.04
320,3,2187.46,811.12,250.28,107.33,138.36,68.85,8.61,1384.54,802.92,2190.95
320,4,2268.28,804.42,231.79,204.73,147.06,28.11,68.08,1484.19,784.09,2975.04
320,5,2210.64,739.4,241.68,204.69,144.7,75.64,79.19,1485.3,725.34,3700.38
320,6,2214.82,718.94,264.59,114.78,130.71,12.36,281.99,1523.36,691.46,4391.83
320,7,2383.6,825.6,297.15,146.2,173.2,92.17,245.95,1780.26,603.34,4995.17
320,8,2103.64,694.84,200.72,210.12,109.8,81.38,92.89,1389.75,713.89,5709.06
320,9,2351.35,758.48,236.09,128.28,99.61,89.97,88.96,1401.4,949.95,6659.01
320,10,2205.92,666.81,296.53,128.67,85.16,80.97,213.15,1471.29,734.63,7393.64
320,11,2331.14,761.32,319.52,190.67,120.29,85.68,90.15,1567.63,763.51,8157.15
320,12,2148.25,718.05,272.79,164.41,108.4,6.96,110.73,1381.33,766.92,8924.07
321,1,3664.13,1035.87,315.35,313.45,253.98,92.84,513.18,2524.68,1139.46,1139.46
321,2,4000.36,1103.64,335.43,276.57,130.02,70.24,527.29,2443.19,1557.17,2696.63
321,3,3565.59,986.4,396.44,295.29,163.57,0,640.75,2482.45,1083.14,3779.76
321,4,3981.74,1206.67,575.2,197.11,213.59,15.69,339.09,2547.35,1434.39,5214.15
321,5,3818.4,1384.43,354.27,224.68,151.47,0,376.89,2491.75,1326.65,6540.81
321,6,3676.92,1379.72,411.17,326.73,134.77,68.25,238.01,2558.64,1118.27,7659.08
321,7,3609.49,1092.31,302.71,266.38,166.43,132.18,242.75,2202.77,1406.73,9065.8
321,8,3797.27,1170.27,432.1,212.12,169.06,58.67,609,2651.23,1146.05,10211.85
321,9,3546.76,1016.48,407.76,325.4,235.37,97.43,311.62,2394.08,1152.68,11364.53
321,10,3923.24,1333.08,489.76,349.18,219.2,117.7,300.65,2809.57,1113.67,12478.2
321,11,3677.95,1008.9,422.8,343.16,225.13,131.13,215.19,2346.3,1331.65,13809.84
321,12,3813.86,1062.3,403.86,401.18,200.34,20.04,345.55,2433.28,1380.59,15190.43
322,1,3126.14,957.91,371.59,219.35,197.18,219.25,975.83,2941.11,185.03,185.03
322,2,3160.47,1061.06,407.01,185.46,213.16,345.97,452.68,2665.34,495.13,680.16
322,3,3161.12,1098.32,244.31,193.15,124.63,192.08,891.4,2743.9,417.23,1097.39
322,4,3050.05,962.24,474.5,185.21,146.86,203.08,1091.45,3063.35,0,1097.39
322,5,3036.27,967.05,443.71,229.41,170.71,267.66,876.93,2955.48,80.79,1178.18
322,6,3015.17,1134.14,427,259.08,164.19,296,776.69,3057.11,0,1178.18
322,7,2980.65,806.25,391.92,242.68,193.95,313.07,896.95,2844.82,135.83,1314.01
322,8,3073.38,927.6,486.82,234.08,205.52,184.07,898.69,2936.77,136.61,1450.62
322,9,3292.22,1036.96,399.33,278.72,202.92,172.91,1006.11,3096.95,195.27,1645.88
322,10,3258.65,1115.96,392.82,238.6,132.61,247.41,985.98,3113.38,145.28,1791.16
322,11,3265.77,1203.24,347.01,189.31,223.81,257.27,878.54,3099.18,166.58,1957.74
322,12,3100.78,1204.41,293.57,219.05,167.01,321.12,729.36,2934.52,166.25,2123.99
323,1,4290.63,1308.78,494.34,375.91,294.72,231.66,335.94,3041.34,1249.29,1249.29
323,2,4525.7,1868.51,589.94,237.63,223.48,328.66,261.99,3510.21,1015.48,2264.77
323,3,4541.36,1680.45,417.23,548.19,238.67,339.05,127.66,3351.27,1190.1,3454.87
323,4,4232.88,1441.17,539.68,336.21,270.76,454.37,152.13,3194.31,1038.57,4493.44
323,5,3258.78,970.21,433.75,332.61,136.1,139.64,36.11,2048.42,1210.35,5703.79
323,6,2350.94,761.63,284.34,161.62,126,205.66,202.29,1741.55,609.39,6313.18
323,7,3078.13,1018.58,288.2,259.59,220.39,307.98,304.37,2399.11,679.02,6992.2
323,8,3576.35,1176.21,521.58,334.36,195.35,391.62,52.19,2671.3,905.05,7897.25
323,9,3118.5,964.3,368.51,242.52,188.36,223.01,218.78,2205.46,913.04,8810.29
323,10,3309.14,1077.58,358.39,221.56,168.14,204.35,419.34,2449.37,859.78,9670.06
323,11,3050.73,1123.59,298.51,222.06,212.61,307.56,17.46,2181.79,868.95,10539.01
323,12,3044.44,1107.5,305.15,296.45,162.6,305.79,93.45,2270.94,773.5,11312.51
324,1,4018.99,1395.63,535.79,414.45,202.65,136.6,92.59,2777.7,1241.29,1241.29
324,2,4300.39,1636.12,577.76,398.04,216.26,0,217.71,3045.88,1254.5,2495.79
324,3,3719.5,1069.19,519.33,311.33,230.65,167.66,279.62,2577.77,1141.73,3637.52
324,4,3932.74,1446.96,379.31,302.86,171.77,56.78,201.07,2558.74,1373.99,5011.51
324,5,3840.42,1118.55,436.21,344.82,163.57,93.24,238.86,2395.25,1445.17,6456.68
324,6,3625.26,1082.68,394.28,296.24,209.9,133.47,653.61,2770.19,855.07,7311.75
324,7,3896.96,1221.68,526.68,349.87,156.39,35.39,320.47,2610.49,1286.47,8598.22
324,8,3867.59,1207.9,503.94,265.57,256.92,131.36,265.82,2631.51,1236.08,9834.3
324,9,3905.6,1192.69,453.49,301.29,191.15,100.89,480.81,2720.33,1185.27,11019.58
324,10,3743.63,1216.35,460.16,251.32,225.15,111.49,89.16,2353.63,1390,12409.58
324,11,3681.8,1331.08,407.97,265.2,181.55,90.07,275.24,2551.12,1130.68,13540.26
324,12,3703.2,1382.59,536.88,235.54,170.64,102.93,120.52,2549.11,1154.09,14694.35
325,1,4681.29,1730.42,704.44,341.48,298.37,710.87,0,3785.59,895.7,895.7
325,2,4830.56,1896.89,525.1,444.91,283.23,786.25,194.22,4130.6,699.95,1595.65
325,3,4631.47,1787.77,698.95,273.69,191.7,733.08,134.23,3819.43,812.04,2407.7
325,4,5040.99,1589.64,758.75,412.45,419.07,1307.83,84.65,4572.38,468.6,2876.3
325,5,4813.76,1772.91,715.17,486,351.02,1054.09,83.38,4462.57,351.19,3227.49
325,6,5195.76,1843.12,722.27,556.73,247.37,803.35,96.14,4268.99,926.78,4154.26
325,7,4815.75,1893.22,519.74,484.06,287.3,1385.15,82.62,4652.08,163.67,4317.93
325,8,5226.72,1968.63,687.83,463.22,237.87,1578.48,89.15,5025.18,201.54,4519.48
325,9,4902.73,1785.17,681.1,430.52,307.41,741.48,191.25,4136.93,765.8,5285.28
325,10,4991.99,1600.29,610.54,430.54,293.97,1237.95,186.68,4359.96,632.02,5917.3
325,11,4858.78,1531.29,752.16,418.68,309.85,885.76,126.06,4023.81,834.96,6752.27
325,12,4435.19,1474.67,555.88,325.51,212.26,1363.05,80.14,4011.52,423.66,7175.93
326,1,4020.07,1246.17,490.62,415.57,246.47,416.76,20.91,2836.51,1183.55,1183.55
326,2,3801.03,1336.11,558.79,239.68,233.18,255.66,69.3,2692.72,1108.31,2291.86
326,3,3674.86,1172.85,443.79,194.33,155.38,197.12,196.71,2360.19,1314.67,3606.53
326,4,3503.02,1157.77,384.78,267.41,149.36,278.28,107.77,2345.37,1157.65,4764.18
326,5,3487.42,1350.13,471.24,301.4,220.92,318.84,104.07,2766.6,720.82,5485
326,6,3285.44,1074.41,332.26,274.19,124.4,173.07,29.09,2007.41,1278.02,6763.02
326,7,2722.67,862.16,303.72,264.77,189.23,262.4,76.26,1958.54,764.14,7527.16
326,8,2893.43,1056.52,300.32,243.7,189.22,178.83,76.03,2044.62,848.81,8375.96
326,9,3044.61,854.97,367.42,191.74,146.39,325.03,189.91,2075.45,969.16,9345.12
326,10,2304.65,843.68,327.37,166.12,88.99,141.4,81.07,1648.63,656.02,10001.14
326,11,2971.27,944.33,407.31,321.9,191.02,236.73,71.25,2172.54,798.73,10799.87
326,12,2245.86,622.17,305.63,146.01,94.63,225.34,22.11,1415.89,829.96,11629.84
327,1,1855.23,741.45,262.9,98.54,108.31,360.99,9.32,1581.51,273.71,273.71
327,2,1779.75,557.38,276.53,149.64,86.58,235.35,155.85,1461.35,318.4,592.12
327,3,1677.78,619.85,177.78,155.97,95.51,212.4,88.76,1350.27,327.51,919.63
327,4,1722.51,765.06,226.6,183.33,95.75,237.88,64.26,1572.88,149.63,1069.25
327,5,1735.02,692.37,239.61,187.05,93.51,310.56,22.06,1545.16,189.86,1259.12
327,6,1748.43,674.4,177.29,125.58,127.52,212.33,139.34,1456.46,291.97,1551.09
327,7,1760.35,548.08,211.23,199.96,129.26,321.8,76.99,1487.31,273.04,1824.13
327,8,1885.08,803.91,187.23,141.58,146.56,311.54,27.09,1617.91,267.17,2091.3
327,9,1788.72,714.96,177.49,189.57,152.65,380.32,29.22,1644.21,144.52,2235.81
327,10,1677.54,699.05,215.92,148.97,150.4,437.81,35.68,1687.83,0,2235.81
327,11,1691.62,648.92,245.58,156.68,129.92,420.19,44.33,1645.62,46,2281.82
327,12,1741.83,559.3,171.53,192.15,86.53,263.21,29.42,1302.13,439.7,2721.51
328,1,3259.79,933.47,509.53,167.59,224.53,353.89,968.39,3157.4,102.4,102.4
328,2,3054.13,1006.22,418.19,283.05,207.02,362.1,485.75,2762.33,291.8,394.2
328,3,3046.86,935.27,366.53,169.29,230.7,343.9,835.77,2881.45,165.41,559.6
328,4,3016.59,999.92,370.53,284,207.14,182.42,650.16,2694.16,322.43,882.03
328,5,2955.46,1006.15,388.96,288.93,142.15,163.06,469.18,2458.43,497.03,1379.06
328,6,3041.99,889.68,340.33,179.56,122.19,392.19,643.54,2567.49,474.5,1853.57
328,7,3078.7,1082.14,448.62,207.18,221.27,279.74,609.33,2848.28,230.42,2083.99
328,8,3000.72,1174.77,276.19,198.38,194.85,129.89,753.95,2728.02,272.7,2356.68
328,9,3000.92,1125.5,450.22,214.73,199.58,330.59,486.88,2807.49,193.43,2550.11
328,10,2612.17,773.34,276.51,233.87,147.21,205.23,838.87,2475.03,137.14,2687.25
328,11,2898.31,833.98,360.22,252.35,144.83,222.83,920.92,2735.13,163.18,2850.43
328,12,3305.2,1272.48,417.02,315.62,163.9,200.88,781.85,3151.74,153.46,3003.89
329,1,2231.35,681.9,324.09,163.69,104.93,123.37,207.75,1605.73,625.62,625.62
329,2,2194.19,882.34,336.48,150.54,97.83,157.31,25.62,1650.13,544.07,1169.69
329,3,2151.73,705.95,175.25,168.81,140.18,226.52,71.49,1488.2,663.53,1833.22
329,4,2156.15,757.12,191.75,166.83,87.3,241.62,57.33,1501.96,654.19,2487.41
329,5,2089.5,774.3,269.71,226.65,99.93,262.74,37.31,1670.64,418.86,2906.27
329,6,2208.65,704.69,279.24,161.93,153.07,125.92,205.55,1630.39,578.26,3484.54
329,7,2079.07,597.87,321.63,113.08,122.35,124.5,139.47,1418.91,660.16,4144.7
329,8,2053.26,661.36,221.3,137.77,126.2,152.29,224.14,1523.06,530.19,4674.89
329,9,2377.94,871.01,303.95,201.88,123.85,160.47,43.13,1704.3,673.64,5348.53
329,10,2258.74,731.65,317.24,152.74,165.64,220.95,35.94,1624.16,634.57,5983.1
329,11,2269.5,632.35,303.48,190.74,110.99,193.87,216.82,1648.26,621.24,6604.34
329,12,2185.15,807.8,235.51,193.31,146.71,111.2,65.97,1560.5,624.65,7228.99
330,1,2436.01,820.7,292.52,222.4,157.67,239.85,143.07,1876.21,559.8,559.8
330,2,2712.71,923.8,346.5,240.41,177.8,187.51,247.55,2123.56,589.14,1148.95
330,3,2972.74,957.56,287.9,327.36,162.41,168.88,364.8,2268.9,703.84,1852.79
330,4,2770.59,856.59,316.94,257.05,150.19,201.2,470.64,2252.62,517.97,2370.76
330,5,2876.37,1035.5,282.4,241.66,117.49,290.21,234.39,2201.65,674.72,3045.48
330,6,2897.07,1113.33,317.81,299.01,187.1,186.74,333.21,2437.21,459.86,3505.34
330,7,2859.91,1171.55,298.53,146.81,162.2,223.72,215.95,2218.74,641.17,4146.51
330,8,2890.04,1025.29,454.85,157.56,139.52,282.51,86.93,2146.66,743.38,4889.89
330,9,3189.45,1379.67,334.18,272.5,205.61,283.3,84.78,2560.04,629.4,5519.3
330,10,3023.91,1421.95,404.26,213.08,184.09,322.7,83.15,2629.23,394.68,5913.97
330,11,2714.99,910.2,349.8,314.47,120.47,287.37,100.38,2082.68,632.31,6546.29
330,12,2972.73,1263.49,466.37,228.43,141.32,336.38,93.98,2529.97,442.75,6989.04
331,1,4672.07,1295.6,718.92,434.9,285.5,314.75,306.16,3355.83,1316.24,1316.24
331,2,4654.59,1724.07,662.48,453.77,267.12,362.05,67.04,3536.53,1118.06,2434.29
331,3,5306.89,1943.84,731.14,296.08,208.72,314.43,631.92,4126.12,1180.78,3615.07
331,4,5053.84,1458.72,521.62,413.85,291.2,279.88,886.14,3851.41,1202.43,4817.51
331,5,4719.08,1727.44,416.11,355.02,316.65,511.87,127.27,3454.37,1264.71,6082.22
331,6,4511.14,1265.11,632.56,305.06,186.76,372.86,516.72,3279.07,1232.07,7314.29
331,7,4524.63,1658.78,502.04,272.43,236.14,398.43,9.43,3077.25,1447.38,8761.66
331,8,4446.24,1502.38,559.49,488.12,264.07,498.69,307.06,3619.83,826.42,9588.08
331,9,4450.51,1773.05,571.74,329.81,255.64,554.33,71.42,3555.99,894.52,10482.61
331,10,4523.15,1682.68,634.29,237.09,181.18,535.2,268.57,3539.02,984.14,11466.74
331,11,4489.96,1562.12,461.75,496.01,208.84,479.2,322.46,3530.37,959.59,12426.33
331,12,4388.22,1573.2,541.05,377.17,226.34,440.35,128.71,3286.82,1101.4,13527.73
332,1,3551.17,1304.56,427.71,406.74,219.2,464.61,210.61,3033.42,517.75,517.75
332,2,3995.95,1464.94,611.71,354.26,205.45,571.78,38.79,3246.94,749.01,1266.76
332,3,3990.37,1438.72,453.04,273.6,275.6,587.97,109.09,3138.02,852.35,2119.12
332,4,4038.63,1222.3,698.19,409.71,189.2,683.72,208.51,3411.63,627,2746.12
332,5,3903.25,1623.78,684.07,409.58,168.58,450.74,10.02,3346.78,556.47,3302.59
332,6,4098.44,1255.55,578.9,383.54,292.2,534.09,235.2,3279.47,818.97,4121.56
332,7,3803.75,1403.44,479.14,318.98,206.71,662.53,48.92,3119.72,684.03,4805.59
332,8,4152.38,1773.72,586.95,351.8,318.4,870.77,114.27,4015.91,136.47,4942.06
332,9,4067.95,1343.64,682.84,379.12,252.99,456.14,271,3385.72,682.23,5624.29
332,10,3654.92,1212.48,582.06,393.92,244.84,487.5,139.75,3060.55,594.36,6218.65
332,11,3748.15,1340.21,427.68,399.53,239.06,623.07,235.92,3265.47,482.69,6701.34
332,12,3867.09,1245.76,656.79,420.57,147.73,539.24,101.02,3111.11,755.98,7457.32
333,1,2599.76,847.83,284.02,244.11,149.47,45.9,465.51,2036.85,562.91,562.91
333,2,2562.99,794.75,239.68,197.92,134.5,54.86,550.77,1972.48,590.51,1153.42
333,3,2706.99,814.58,286.8,157.38,135.14,1.56,735.31,2130.76,576.23,1729.65
333,4,2896.19,937.08,273.32,272.19,109.74,0,684.12,2276.45,619.74,2349.39
333,5,2695.53,803.85,345,269.42,114.75,39.77,772.57,2345.35,350.18,2699.57
333,6,2659.29,820.33,254.8,177.28,143.95,94.81,642.73,2133.9,525.39,3224.97
333,7,2549.44,799.56,366.44,229.12,169.92,52.41,311.5,1928.94,620.5,3845.47
333,8,2783.75,1053.71,307.01,228.03,158.24,75.61,219.33,2041.92,741.83,4587.3
333,9,2101.02,681.74,307.97,143.52,142.72,66.53,330.75,1673.23,427.78,5015.08
333,10,2060.08,606.52,238.82,105.34,85.96,52.57,585.63,1674.83,385.25,5400.34
333,11,2040.65,657.84,224.89,167.47,79.27,8.48,518.45,1656.39,384.26,5784.6
333,12,1965.81,625.47,162.89,154.49,96.01,72.7,640.16,1751.71,214.1,5998.7
334,1,2371.59,744.54,361.17,197.86,202.7,49.7,514.91,2070.88,300.71,300.71
